Belt,Division,Division Group,No.,Name,Country,Date,Location,Defenses,Days,Ended,Notes,Next Champ Date,Day until Next Champ,Region,Continent,Title Type
WBA,Middleweight,Middleweight,9, Rodrigo Valdez (v. Bennie Briscoe),Colombia,11/5/1977,,0,168,,,4/22/1978,168,South America,South America,
WBA,Middleweight,Middleweight,10, Hugo Pastor Corro,Argentina,4/22/1978,,2,799,,,6/30/1979,434,South America,South America,
WBA,Middleweight,Middleweight,11, Vito Antuofermo,Italy,6/30/1979,,1,260,,,3/16/1980,260,Western Europe,Europe,
WBA,Middleweight,Middleweight,12, Alan Minter,Great Britain,3/16/1980,,1,195,,,9/27/1980,195,Western Europe,Europe,
WBA,Middleweight,Middleweight,13, Marvin Hagler,US,9/27/1980,,11,2382,,"Hagler was stripped of title for signing a fight with Sugar Ray Leonard instead of mandatory challenger, Herol Graham. Graham next lost a fight for the European title against Sumbu Kalambay and was not given the chance of fighting for the world title",10/23/1987,2582,North America,North America,
WBA,Middleweight,Middleweight,14, Sumbu Kalambay (v. Iran Barkley),Italy,10/23/1987,,3,525,,"Kalambay was stripped of title for choosing to fight IBF Middleweight Champion Michael Nunn, instead of mandatory challenger Herol Graham",5/10/1989,565,Western Europe,Europe,
WBA,Middleweight,Middleweight,15, Mike McCallum (v. Herol Graham),Jamaica,5/10/1989,,3,965,,"The WBA demanded McCallum defend against Steve Collins, whom he decisively outpointed in a title defense the previous year. McCallum chose to fight with IBF champion James Toney and was stripped of title",4/22/1992,1078,Caribbean,North America,
WBA,Middleweight,Middleweight,16, Reggie Johnson (v. Steve Collins),US,4/22/1992,,3,527,,,10/1/1993,527,North America,North America,
WBA,Middleweight,Middleweight,17, John David Jackson,US,10/1/1993,,0,212,,Jackson was stripped of title for participating in a non-title bout without the permission of the WBA.,8/12/1994,315,North America,North America,
WBA,Middleweight,Middleweight,18, Jorge Castro (v. Reggie Johnson),Argentina,8/12/1994,,4,494,,,12/19/1995,494,South America,South America,
WBA,Middleweight,Middleweight,19, Shinji Takehara,Japan,12/19/1995,,0,188,,,6/24/1996,188,East Asia,Asia,
WBA,Middleweight,Middleweight,20, William Joppy,US,6/24/1996,,2,425,,,8/23/1997,425,North America,North America,
WBA,Middleweight,Middleweight,21, Julio César Green,Dominican Republic,8/23/1997,,0,161,,,1/31/1998,161,Caribbean,North America,
WBA,Middleweight,Middleweight,22, William Joppy (2),US,1/31/1998,,5,1197,,,5/12/2001,1197,North America,North America,
WBA,Middleweight,Middleweight,23, Felix Trinidad,Puerto Rico,5/12/2001,,0,140,,Trinidad fought for Super title against Bernard Hopkins,9/29/2001,140,Caribbean,North America,
WBA,Middleweight,Middleweight,24, Bernard Hopkins – Super champion (v. Félix Trinidad),US,9/29/2001,,6,1386,,,11/17/2001,49,North America,North America, Super champion (v. Félix Trinidad)
WBA,Middleweight,Middleweight,25, William Joppy (3) – Regular champion (v. Howard Eastman),US,11/17/2001,,1,756,,Joppy fought for Super title against Bernard Hopkins,5/1/2004,896,North America,North America, Regular champion (v. Howard Eastman)
WBA,Middleweight,Middleweight,26, Maselino Masoe – Regular champion (v. Evans Ashira),American Samoa,5/1/2004,,0,679,,,7/16/2005,441,Oceania,Asia, Regular champion (v. Evans Ashira)
WBA,Middleweight,Middleweight,27, Jermain Taylor – Super champion,US,7/16/2005,,1,527,,"Taylor was stripped of title after not paying sanctioning fees to the WBA and thus not exposing the WBA Super title in his previous 2 fights, with Ronald Wright and Kassim Ouma",3/11/2006,238,North America,North America, Super champion
WBA,Middleweight,Middleweight,28, Felix Sturm – Regular champion,Germany,3/11/2006,,0,126,,,7/15/2006,126,Western Europe,Europe, Regular champion
WBA,Middleweight,Middleweight,29, Javier Castillejo,Spain,7/15/2006,,1,287,,Castillejo lost his defense fight against Mariano Carrera but Carrera tested positive for clenbuterol later. Castillejo was reinstated as champion and fight was counted as a mandatory defense,4/28/2007,287,Western Europe,Europe,
WBA,Middleweight,Middleweight,30, Felix Sturm (2),Germany,4/28/2007,,7,1060,,Sturm got promoted to Super champion,3/23/2010,1060,Western Europe,Europe,
WBA,Middleweight,Middleweight,31, Felix Sturm – Super champion (Regular champ promoted),Germany,3/23/2010,,5,893,,,10/14/2010,205,Western Europe,Europe, Super champion (Regular champ promoted)
WBA,Middleweight,Middleweight,32, Gennady Golovkin – Regular champion (Interim champ promoted),Kazakhstan,10/14/2010,,10,1389,,,9/1/2012,688,Eastern Europe,Europe, Regular champion (Interim champ promoted)
WBA,Middleweight,Middleweight,33, Daniel Geale – Super champion,Australia,9/1/2012,,0,61,,Geale was stripped of title as he chose to fight Anthony Mundine instead of mandatory challenger Gennady Golovkin,6/3/2014,640,Australia,Australia, Super champion
WBA,Middleweight,Middleweight,34, Gennady Golovkin – Super champion (Regular champ promoted),Kazakhstan,6/3/2014,,9,1565,,,8/9/2014,67,Eastern Europe,Europe, Super champion (Regular champ promoted)
WBA,Middleweight,Middleweight,35, Daniel Jacobs – Regular champion (v. Jarrod Fletcher),US,8/9/2014,,4,952,,Jacobs lost a fight for the Super title against Gennady Golovkin. Regular title left vacant,5/20/2017,1015,North America,North America, Regular champion (v. Jarrod Fletcher)
WBA,Middleweight,Middleweight,36, Hassan N'Dam N'Jikam – Regular champion (v. Ryota Murata),France,5/20/2017,,0,155,,,10/22/2017,155,Western Europe,Europe, Regular champion (v. Ryota Murata)
WBA,Middleweight,Middleweight,37, Ryota Murata – Regular champion,Japan,10/22/2017,,1,363,,,9/15/2018,328,East Asia,Asia, Regular champion
WBA,Middleweight,Middleweight,38, Saúl Álvarez – Super champion,Mexico,9/15/2018,,1,766,,,10/20/2018,35,North America,North America, Super champion
WBA,Middleweight,Middleweight,39, Rob Brant – Regular champion,US,10/20/2018,,1,265,,,7/12/2019,265,North America,North America, Regular champion
WBA,Middleweight,Middleweight,40, Ryota Murata – Regular champion,Japan,7/12/2019,,1,466,,,,,East Asia,Asia, Regular champion
WBA,Super Welterweight,Super Welterweight,1, Denny Moyer (v. Joey Giambra),US,10/20/1962,,1,191,,,4/29/1963,191,North America,North America,
WBA,Super Welterweight,Super Welterweight,2, Ralph Dupas,US,4/29/1963,,1,161,,,9/7/1963,131,North America,North America,
WBA,Super Welterweight,Super Welterweight,3, Sandro Mazzinghi,Italy,9/7/1963,,3,650,,,6/18/1965,650,Western Europe,Europe,
WBA,Super Welterweight,Super Welterweight,4, Nino Benvenuti,Italy,6/18/1965,,1,372,,,6/25/1966,372,Western Europe,Europe,
WBA,Super Welterweight,Super Welterweight,5, Kim Ki-soo,South Korea,6/25/1966,,2,700,,,5/25/1968,700,East Asia,Asia,
WBA,Super Welterweight,Super Welterweight,6, Sandro Mazzinghi (2),Italy,5/25/1968,,1,159,,"Mazzinghi fought on his second defense against Freddie Little. The bout was stopped with Mazzinghi bleeding from cuts over both eyes, the ringside officials rule a ""No-Contest"", though under normal circumstances Little would have won by ""TKO 8"". Mazzinghi was stripped of his World Title shortly thereafter, because of the controversial result",3/17/1969,296,Western Europe,Europe,
WBA,Super Welterweight,Super Welterweight,7, Freddie Little (v. Stanley Hayward),US,3/17/1969,,2,479,,,7/9/1970,479,North America,North America,
WBA,Super Welterweight,Super Welterweight,8, Carmelo Bossi,Italy,7/9/1970,,1,479,,,10/31/1971,479,Western Europe,Europe,
WBA,Super Welterweight,Super Welterweight,9, Koichi Wajima,Japan,10/31/1971,,6,947,,,6/4/1974,947,East Asia,Asia,
WBA,Super Welterweight,Super Welterweight,10, Oscar Albarado,US,6/4/1974,,1,231,,,1/21/1975,231,North America,North America,
WBA,Super Welterweight,Super Welterweight,11, Koichi Wajima (2),Japan,1/21/1975,,0,137,,,6/7/1975,137,East Asia,Asia,
WBA,Super Welterweight,Super Welterweight,12, Yuh Jae-doo,South Korea,6/7/1975,,1,255,,,2/17/1976,255,East Asia,Asia,
WBA,Super Welterweight,Super Welterweight,13, Koichi Wajima (3),Japan,2/17/1976,,0,91,,,5/18/1976,91,East Asia,Asia,
WBA,Super Welterweight,Super Welterweight,14, José Duran,Spain,5/18/1976,,0,143,,,10/8/1976,143,Western Europe,Europe,
WBA,Super Welterweight,Super Welterweight,15, Miguel Angel Castellini,Argentina,10/8/1976,,0,148,,,3/5/1977,148,South America,South America,
WBA,Super Welterweight,Super Welterweight,16, Eddie Gazo,Nicaragua,3/5/1977,,3,522,,,8/9/1978,522,Central America,North America,
WBA,Super Welterweight,Super Welterweight,17, Masashi Kudo,Japan,8/9/1978,,3,380,,,8/24/1979,380,East Asia,Asia,
WBA,Super Welterweight,Super Welterweight,18, Ayub Kalule,Uganda,8/24/1979,,4,670,,,6/25/1981,671,Sub-Saharan Africa,Africa,
WBA,Super Welterweight,Super Welterweight,19, Sugar Ray Leonard,US,6/25/1981,,0,181,,Leonard vacated and move down to welterweight to fight in a unification bout against Thomas Hearns,11/7/1981,135,North America,North America,
WBA,Super Welterweight,Super Welterweight,20, Tadashi Mihara (v. Rocky Fratto),Japan,11/7/1981,,0,81,,,2/2/1982,87,East Asia,Asia,
WBA,Super Welterweight,Super Welterweight,21, Davey Moore,US,2/2/1982,,3,499,,,6/16/1983,499,North America,North America,
WBA,Super Welterweight,Super Welterweight,22, Roberto Durán,Panama,6/16/1983,,0,163,,"Durán was stripped of WBA for fighting Thomas Hearns instead of the mandatory WBA challenger, Mike McCallum",10/19/1984,491,Central America,North America,
WBA,Super Welterweight,Super Welterweight,23, Mike McCallum (v. Sean Mannion),Jamaica,10/19/1984,,6,1106,,McCallum vacated to move up to middleweight,11/21/1987,1128,Caribbean,North America,
WBA,Super Welterweight,Super Welterweight,24, Julian Jackson (v. In-Chul Baek),US Virgin Islands,11/21/1987,,3,1135,,Jackson vacated to move up to middleweight,2/23/1991,1190,Caribbean,North America,
WBA,Super Welterweight,Super Welterweight,25, Gilbert Dele (v. Carlos Elliott),Guadeloupe,2/23/1991,,1,220,,,10/1/1991,220,Caribbean,North America,
WBA,Super Welterweight,Super Welterweight,26, Vinny Pazienza,US,10/1/1991,,0,457,,Pazienza vacated after a car crash which kept him 3 months in hospital,12/21/1992,447,North America,North America,
WBA,Super Welterweight,Super Welterweight,27, Julio César Vásquez (v. Hitoshi Kamiyama),Argentina,12/21/1992,,10,1169,,,3/4/1995,803,South America,South America,
WBA,Super Welterweight,Super Welterweight,28, Pernell Whitaker,US,3/4/1995,,0,118,,Whitaker decided to vacate and move back to welterweight,6/16/1995,104,North America,North America,
WBA,Super Welterweight,Super Welterweight,29, Carl Daniels (v. Julio César Green),US,6/16/1995,,0,183,,,12/16/1995,183,North America,North America,
WBA,Super Welterweight,Super Welterweight,30, Julio César Vásquez (2),Argentina,12/16/1995,,0,249,,,8/21/1996,249,South America,South America,
WBA,Super Welterweight,Super Welterweight,31, Laurent Boudouani,France,8/21/1996,,4,927,,,3/6/1999,927,Western Europe,Europe,
WBA,Super Welterweight,Super Welterweight,32, David Reid,US,3/6/1999,,2,366,,,3/3/2000,363,North America,North America,
WBA,Super Welterweight,Super Welterweight,33, Félix Trinidad,Puerto Rico,3/3/2000,,2,435,,Trinidad vacated to move up to middleweight,9/22/2001,568,Caribbean,North America,
WBA,Super Welterweight,Super Welterweight,34, Fernando Vargas (v. José Flores),US,9/22/2001,,0,357,,Vargas fought for Super title against Oscar De La Hoya,9/14/2002,357,North America,North America,
WBA,Super Welterweight,Super Welterweight,35, Oscar De La Hoya – Super Champion (v. Fernando Vargas),US,9/14/2002,,1,364,,,9/14/2002,0,North America,North America, Super Champion (v. Fernando Vargas)
WBA,Super Welterweight,Super Welterweight,36, Santiago Samaniego – Regular Champion (interim champ promoted),Panama,9/14/2002,,0,168,,,3/1/2003,168,Central America,North America, Regular Champion (interim champ promoted)
WBA,Super Welterweight,Super Welterweight,37, Alejandro Garcia– Regular Champion,Mexico,3/1/2003,,1,287,,,9/13/2003,196,North America,North America, Regular Champion
WBA,Super Welterweight,Super Welterweight,38, Shane Mosley – Super champion,US,9/13/2003,,0,182,,,12/13/2003,91,North America,North America, Super champion
WBA,Super Welterweight,Super Welterweight,39, Travis Simms– Regular champion,US,12/13/2003,,1,525,,Simms was stripped of the belt in May 2005 because he filed a lawsuit against the WBA Organization (in November 2004) for not enforcing his mandatory contract that he received from the organization when he won the regular world title,3/13/2004,91,North America,North America, Regular champion
WBA,Super Welterweight,Super Welterweight,40, Ronald Wright – Super champion,US,3/13/2004,,1,372,,Wright vacated to challenge Félix Trinidad at middleweight,5/21/2005,434,North America,North America, Super champion
WBA,Super Welterweight,Super Welterweight,41, Alejandro Garcia (2) – Regular champion (interim champ promoted),Mexico,5/21/2005,,1,350,,,5/6/2006,350,North America,North America, Regular champion (interim champ promoted)
WBA,Super Welterweight,Super Welterweight,42, José Antonio Rivera,US,5/6/2006,,0,245,,,1/6/2007,245,North America,North America,
WBA,Super Welterweight,Super Welterweight,43, Travis Simms (2),US,1/6/2007,,0,182,,,7/7/2007,182,North America,North America,
WBA,Super Welterweight,Super Welterweight,44, Joachim Alcine,Canada,7/7/2007,,1,370,,,7/11/2008,370,North America,North America,
WBA,Super Welterweight,Super Welterweight,45, Daniel Santos,Puerto Rico,7/11/2008,,0,491,,,11/14/2009,491,Caribbean,North America,
WBA,Super Welterweight,Super Welterweight,46, Yuri Foreman,Israel,11/14/2009,,0,203,,,6/5/2010,203,Middle East,Asia,
WBA,Super Welterweight,Super Welterweight,47, Miguel Cotto,Puerto Rico,6/5/2010,,0,97,,Cotto got promoted to Super champion,9/10/2010,97,Caribbean,North America,
WBA,Super Welterweight,Super Welterweight,48, Miguel Cotto – Super Champion (Regular champ promoted),Puerto Rico,9/10/2010,,2,603,,,2/5/2011,148,Caribbean,North America, Super Champion (Regular champ promoted)
WBA,Super Welterweight,Super Welterweight,49, Austin Trout – Regular Champion (v. Rigoberto Álvarez),US,2/5/2011,,4,803,,Trout fought for Unified title against Saúl Álvarez,5/5/2012,455,North America,North America, Regular Champion (v. Rigoberto Álvarez)
WBA,Super Welterweight,Super Welterweight,50," Floyd Mayweather, Jr. – Super Champion",US,5/5/2012,,1,1365,,Mayweather retired and vacated the title in 2016. He only defended the title once in almost 4 years,4/20/2013,350,North America,North America, Super Champion
WBA,Super Welterweight,Super Welterweight,51, Saúl Álvarez – Unified Champion,Mexico,4/20/2013,,0,147,,"Álvarez fought for Super title against Floyd Mayweather, Jr. and lost",3/13/2014,327,North America,North America, Unified Champion
WBA,Super Welterweight,Super Welterweight,52, Erislandy Lara – Regular Champion (interim champ promoted),Cuba,3/13/2014,,4,818,,,6/8/2016,818,Caribbean,North America, Regular Champion (interim champ promoted)
WBA,Super Welterweight,Super Welterweight,53, Erislandy Lara – Super Champion (Regular champ promoted),Cuba,6/8/2016,,2,668,,,6/8/2016,0,Caribbean,North America, Super Champion (Regular champ promoted)
WBA,Super Welterweight,Super Welterweight,54, Jack Culcay – Regular Champion (interim champ promoted),Germany,6/8/2016,,0,276,,,3/11/2017,276,Western Europe,Europe, Regular Champion (interim champ promoted)
WBA,Super Welterweight,Super Welterweight,55, Demetrius Andrade – Regular Champion,US,3/11/2017,,0,1319,,,10/22/2017,225,North America,North America, Regular Champion
WBA,Super Welterweight,Super Welterweight,56, Brian Castaño – Regular Champion (Interim champ promoted),Argentina,10/22/2017,,2,606,,Castaño vacated title after not agreeing on terms to fight mandatory fighter Michel Soro,4/7/2018,167,South America,South America, Regular Champion (Interim champ promoted)
WBA,Super Welterweight,Super Welterweight,57, Jarrett Hurd – Super Champion,US,4/7/2018,,1,399,,,5/11/2019,399,North America,North America, Super Champion
WBA,Super Welterweight,Super Welterweight,58, Julian Williams – Super Champion,US,5/11/2019,,0,252,,,1/18/2020,252,North America,North America, Super Champion
WBA,Super Welterweight,Super Welterweight,59, Jeison Rosario – Super Champion,Dominican Republic,1/18/2020,,0,252,,,9/26/2020,252,Caribbean,North America, Super Champion
WBA,Super Welterweight,Super Welterweight,60, Jermell Charlo – Super Champion,US,9/26/2020,,0,24,,,,,North America,North America, Super Champion
WBA,Welterweight,Welterweight,1, Emile Griffith (v. Jorge José Fernández),US Virgin Islands,12/8/1962,,0,103,,,3/21/1963,103,Caribbean,North America,
WBA,Welterweight,Welterweight,2, Luis Manuel Rodríguez,Cuba,3/21/1963,,0,179,,,6/8/1963,79,Caribbean,North America,
